,ConsentNo,ConsentStatus,fmDate,toDate,HolderAddressFullName,HolderEcanID,ChildAuthorisations,ParentAuthorisations,ParentorChild,ParentChildConsent,CWMSZone,AdMan,TotalInspections,LatestInspection,CountNonCompliance,LatestNonComplianceDate,WAPsOnConsent,CombinedConProRataRate,WAP,WellStatus,SharedMeter,MaxRateSharedWAP,CombinedWAPProRataRate,ConsentsOnWAP,ECsOnWAP,MetersInstalled,DataLoggersInstalled,LatestVerification,VerificationOutOfDate,WaiverEditDate,Waiver,T_AnnualVolume,T_LatestData,T_DaysOfData,T_MetersRecieved,T_AverageDaysOfData,T_AverageMissingDays,WAPProject,Activity,ConsentAnnualVol,ConsentRate,ConsentNVol,ConsentNDay,FishScreen,ComplexAllocations,HasALowflowRestrictionCondition,ConsentLimit,WAPRate,MaxRateProRata,WAPFromMonth,WAPToMonth,WAPNVol,WAPNDay,WAPLimit,FEVolume,CS_ID,CS_ErrorMSG,CS_DaysAboveNday,CS_PercentAnnualVolume,CS_TimeAboveRate,CS_MaxRate,CS_MedianRateAbove,CS_PercentMaxRate,CS_PercentMedRate,WS_ID,WS_MeterName,WS_ErrorMsg,WS_DaysAboveNday,WS_TimeAboveRate,WS_MaxRate,WS_MedianRateAbove,TotalMissingRecord,WS_PercentMaxRoT,WS_PercentMedRate
112,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/5573,Active,Yes,34.72,34.72,1,1,,1.0,,,,No,51738.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.72,34.72,Jul,Jun,20999.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30214.0,M35/5573-M1,,0.0,101.57522952927484,82.2427495320638,42.83430849772594,0.0,236.87427860617456,123.37070419851943
113,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/6040,Active,No,41.67,41.67,1,1,1.0,1.0,2017-10-26,No,,No,657822.0,2019-06-30,352.0,1.0,352.0,13.0,Pending Data Cleaning Project,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,41.67,41.67,Jul,Jun,25200.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30217.0,M35/6040-M1,,0.0,0.0,29.14489852057563,0.0,0.0,69.9421610764954,0.0
114,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7216,Active,No,65.0,65.0,1,1,1.0,1.0,2017-06-30,No,,No,328732.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,65.0,65.0,Jul,Jun,39312.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30224.0,M35/7216-M1,,0.0,0.0,60.79601075914171,0.0,0.0,93.5323242448334,0.0
115,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7600,Active,No,37.62,37.62,1,1,1.0,1.0,2015-09-22,No,,No,171813.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,37.62,37.62,Jul,Jun,22750.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30227.0,M35/7600-M1,,0.0,22.937535196940104,48.71670616997613,40.99070577221846,0.0,129.49682660812368,108.95987711913469
116,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7814,Active,Yes,75.0,75.0,1,1,,1.0,,,,No,140031.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,75.0,75.0,Jul,Jun,45360.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30230.0,M35/7814-M1,,0.0,0.0,59.93192036946614,0.0,0.0,79.90922715928819,0.0
117,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/8452,Active,Yes,30.02,30.02,1,1,,1.0,,,,No,29968.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,30.02,30.02,Jul,Jun,18156.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30233.0,M35/8452-M1,,0.0,0.0,26.597354676988388,0.0,0.0,88.59878306791602,0.0
118,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/9290,Active,No,81.02,81.02,1,1,1.0,1.0,,,,No,396074.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,81.02,81.02,Jul,Jun,49000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30240.0,M35/9290-M1,,0.0,377.612796119584,154.4486321343316,83.8533092721932,0.0,190.6302544240084,103.49704921277858
119,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/0967,Active,No,45.97,45.97,1,1,1.0,1.0,2015-10-30,No,,No,304816.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,45.97,45.97,Jul,Jun,27800.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30243.0,M36/0967-M1,,0.0,0.0,23.471133973863388,0.0,0.0,51.05750266230887,0.0
120,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1030,Active,No,21.88,21.88,1,1,1.0,1.0,2017-04-13,No,,No,0.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,21.88,21.88,Jul,Jun,13230.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30246.0,M36/1030-M1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1056,Active,Yes,21.88,21.88,1,1,,,,,,No,,,,,,365.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,21.88,21.88,Jul,Jun,13230.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30249.0,M36/1055-M1,No data for M36/1056.,,,,,,,
122,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1363,Active,Yes,58.61,58.61,1,1,,1.0,,,,No,728618.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,58.61,58.61,Jul,Jun,35447.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30256.0,M36/1363-M1,,0.0,675.9818587562773,84.49636459350586,68.06063959733456,0.0,144.16714655093986,116.12461968492502
123,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/20556,Active,No,46.88,46.88,1,1,1.0,1.0,2019-09-24,No,,No,550763.0,2019-06-30,247.0,1.0,247.0,118.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,46.88,46.88,Jul,Jun,28350.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30259.0,M36/20556-M1,,9.0,2435.9806895359357,101.56853569878471,63.84625795414979,212.76041666666669,216.6564328045749,136.19082328103624
124,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/20559,Inactive,No,46.88,46.88,1,1,,,,,2019-01-28 12:05:00,Yes,,,,,,365.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,46.88,46.88,Jul,Jun,28350.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30262.0,M36/20557-M1,No data for M36/20559.,,,,,,,
125,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/4052,Active,No,54.98,54.98,1,1,1.0,1.0,,,,No,100171.0,2019-06-30,350.0,1.0,350.0,15.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,54.98,54.98,Jul,Jun,33250.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30269.0,M36/4052-M1,,0.0,140.94723179459572,167.69512600368924,73.07351499283538,0.0,305.0111422402496,132.90926699315276
126,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/4333,Active,No,54.98,54.98,1,1,1.0,1.0,,,,No,102773.0,2019-06-30,351.0,1.0,351.0,14.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,54.98,54.98,Jul,Jun,33250.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30272.0,M36/4333-M1,,0.0,109.73624549600814,100.04179636637369,68.27747523834284,0.0,181.96034260890087,124.1860226233955
127,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/5838,Active,Yes,50.0,50.0,1,1,,1.0,,,,No,728803.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,50.0,50.0,Jul,Jun,30240.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30275.0,M36/5838-M1,,0.0,459.3301044199202,92.50906202528212,62.36694310063763,0.0,185.01812405056424,124.73388620127525
128,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX23/0227,Active,No,34.72,34.72,1,1,1.0,1.0,2016-05-04,No,,No,1.0,2019-06-30,354.0,1.0,354.0,11.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.72,34.72,Jul,Jun,20999.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30125.0,BX23/0227-M1,,0.0,0.0,0.08482870128419664,0.0,0.0,0.2443222963254512,0.0
129,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX23/0430,Active,No,54.98,54.98,1,1,1.0,,,,2019-06-11 09:04:00,Yes,,,,,,365.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,54.98,54.98,Jul,Jun,33250.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30128.0,BX23/0428-M1,No data for BX23/0430.,,,,,,,
130,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0188,Active,No,34.17,34.17,1,1,1.0,1.0,2017-07-14,No,,No,424218.0,2019-06-30,337.0,1.0,337.0,28.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.17,34.17,Jul,Jun,20666.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30131.0,BX24/0188-M1,,0.0,118.95891253074011,39.69719780815972,36.668002990861964,0.0,116.17558621059328,107.31051504495746
131,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0195,Active,No,40.34,40.34,1,1,1.0,1.0,2018-07-06,No,,No,28613.0,2019-06-30,247.0,1.0,247.0,118.0,Pending Data Cleaning Project,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,40.34,40.34,Jul,Jun,24398.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30138.0,BX24/0195-M1,,0.0,81.9005952334404,51.308723025851776,45.36486777383038,212.67708333333331,127.19068672744613,112.45629096140402
132,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0350,Active,No,34.72,34.72,1,1,1.0,1.0,2019-08-20,No,,No,808614.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.72,34.72,Jul,Jun,20999.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30141.0,BX24/0350-M1,,50.0,3975.579240660535,87.13225894504123,36.60410898093937,0.0,250.95696700760723,105.42658116630004
133,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0532,Active,No,38.03,38.03,1,1,1.0,,,,2019-01-28 12:11:00,Yes,,,,,,365.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,38.03,38.03,Jul,Jun,23000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30144.0,BX24/0457-M1,No data for BX24/0532.,,,,,,,
134,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0624,Active,No,49.6,49.6,1,1,1.0,1.0,2017-01-27,No,,No,609015.0,2019-06-30,354.0,1.0,354.0,11.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,49.6,49.6,Jul,Jun,29998.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30147.0,BX24/0624-M1,,0.0,2.3851296169228022,62.74065441555447,60.069738795682724,0.0,126.49325487006948,121.10834434613452
135,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/1312,Active,No,38.03,38.03,1,1,1.0,,2018-05-16,No,,No,165581.0,2019-06-30,112.0,1.0,112.0,253.0,Pending Data Cleaning Project,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,38.03,38.03,Jul,Jun,23000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30154.0,BX24/1312-M1,,0.0,558.0031905115975,54.23636754353841,51.51894931870174,509.26041666666663,142.61469246263056,135.4692330231442
136,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/10325,Active,No,46.3,46.3,1,1,1.0,1.0,2014-05-22,Yes,,No,270862.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,46.3,46.3,Jul,Jun,28000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30157.0,M35/10325-M1,,29.0,641.4247874414921,135.2919896443685,121.14215297972555,0.0,292.2073210461523,261.6461187467075
137,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1336,Active,No,81.02,81.02,1,1,1.0,1.0,2017-04-28,No,,No,19998.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,81.02,81.02,Jul,Jun,49000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30160.0,M35/1336-M1,,0.0,0.0,40.88308546278212,0.0,0.0,50.46048563661086,0.0
138,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/18398,Active,No,65.63,65.63,1,1,1.0,1.0,2018-02-16,No,,No,6183.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,65.63,65.63,Jul,Jun,39690.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30167.0,M35/18398-M1,,0.0,0.0,13.070406913757324,0.0,0.0,19.915293179578434,0.0
139,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1860,Active,Yes,50.15,50.15,1,1,,1.0,,,,No,200807.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,50.15,50.15,Jul,Jun,30331.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30170.0,M35/1860-M1,,0.0,157.04329977817005,137.7605268690321,62.15776274716859,0.0,274.69696284951567,123.94369441110386
140,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1866,Active,No,43.4,43.4,1,1,1.0,1.0,,,,No,1393460.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,43.4,43.4,Jul,Jun,26248.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30173.0,M35/1866-M1,,287.0,6592.101251417133,225.4906506008572,57.83485693048635,0.0,519.563711061883,133.26003901033724
141,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/18733,Active,No,52.08,52.08,1,1,1.0,1.0,2019-08-21,No,,No,439394.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,52.08,52.08,Jul,Jun,31498.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30176.0,M35/18733-M1,,0.0,270.4482845977942,81.90224541558159,61.72978979644279,0.0,157.26237598998,118.52878225123425
142,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2241,Active,Yes,48.0,48.0,1,1,,1.0,,,,No,164501.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,48.0,48.0,Jul,Jun,29030.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30183.0,M35/2241-M1,,0.0,541.702638951275,72.69468519422743,65.53798150327248,0.0,151.44726082130714,136.537461465151
143,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2266,Active,No,75.23,75.23,1,1,1.0,1.0,,,,No,0.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,75.23,75.23,Jul,Jun,45499.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30186.0,M35/2266-M1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2273,Active,Yes,50.15,50.15,1,1,,1.0,,,,No,595657.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,50.15,50.15,Jul,Jun,30331.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30189.0,M35/2273-M1,,4.0,1380.1247545908557,140.98256852891708,73.11778109391014,0.0,281.12177174260637,145.79816768476599
145,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2325,Active,No,63.0,63.0,1,1,1.0,1.0,2017-05-17,No,,No,358852.0,2019-06-24,344.0,1.0,344.0,21.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,63.0,63.0,Jul,Jun,38101.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30192.0,M35/2325-M1,,0.0,14.888449253241221,76.97043948703342,66.79654102676795,0.0,122.17530077306891,106.02625559804437
146,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2587,Active,No,57.87,57.87,1,1,1.0,1.0,2017-11-01,No,,No,356343.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,57.87,57.87,Jul,Jun,35000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30199.0,M35/2587-M1,,0.0,23.724441538121965,76.2284935845269,62.58003368478137,0.0,131.72367994561412,108.1389902968401
147,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2789,Active,No,41.9,41.9,1,1,1.0,1.0,2018-02-16,No,,No,128953.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,41.9,41.9,Jul,Jun,25340.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30202.0,M35/2789-M1,,0.0,198.6862025182777,69.06664106580946,53.886094904920924,0.0,164.83685218570278,128.6064317539879
148,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/3128,Active,No,55.44,55.44,1,1,1.0,1.0,2017-05-22,No,,No,71985.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,55.44,55.44,Jul,Jun,33530.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30205.0,M35/3128-M1,,0.0,0.0,31.6555298699273,0.0,0.0,57.09871910160047,0.0
149,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/5135,Active,No,40.0,40.0,1,1,1.0,1.0,2017-06-09,No,,No,421.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,40.0,40.0,Jul,Jun,24192.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30212.0,M35/5135-M1,,0.0,0.0,0.1186794704861111,0.0,0.0,0.29669867621527773,0.0
150,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/5760,Active,No,40.0,40.0,1,1,1.0,,,,,No,,,,,,365.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,40.0,40.0,Jul,Jun,24192.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30215.0,M35/5573-M1,No data for M35/5760 .,,,,,,,
